drug_name,atc,uncertainty_atc_match,summary
olodaterol,R03AL06,False,"SummaryThis summary information comes from Fass. Persistence. It cannot be excluded that olodaterol is persistent, due to the lack of data.Bioaccumulation. Olodaterol has low potential for bioaccumulation.Toxicity. It cannot be excluded that olodaterol is toxic, due to the lack of data.Risk. Risk of environmental impact of olodaterol cannot be excluded, due to the lack of environmental toxicity data.  Manufacturer has on fass.se stated that data about the environmental impact is missing for the substance so that the environmental risk cannot be calculated. It is voluntary for manufacturers to provide information on the environmental impact on fass.se."
olopatadine,S01GX09,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded
omalizumab,R03DX05,False,SummaryHazard - P - B - T - Risk Exempt
omeprazole,A02BC01,False,SummaryThis summary information comes from Fass. The risk is supported by the report from Goodpoint. Persistence. Omeprazole is potentially persistent.Bioaccumulation. Omeprazole has low potential for bioaccumulation.Toxicity. Esomeprazole* has moderate chronic toxicity.Risk. The use of omeprazole in Sweden has been considered to result in insignificant environmental risk (year 2019). *Esomeprazole is the S-enantiomer of the racemate omeprazole. See also esomeprazole.
ondansetron,A04AA01,False,SummaryPersistence. Ondansetron is potentially persistent.Bioaccumulation. Ondansetron low potential for bioaccumulation.Toxicity. Ondansetron has moderate chronic toxicity.Risk. The use of ondansetron (sales data Sweden 2018) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
orlistat,A08AB01,False,SummaryHazard 8 P 3 B 3 T 2 Risk Insignificant 
oseltamivir,J05AH02,False,SummaryThis summary information comes from Fass. Persistence. Oseltamivir is potentially persistent.Bioaccumulation. Oseltamivir has low potential for bioaccumulation.Toxicity. Oseltamivir has moderate chronic toxicity.Risk. The use of oseltamivir (sales data Sweden 2017) gives the risk insignificant.
oxaliplatin,L01XA03,False,SummaryHazard 6* P 3 B 0 T 3* Risk Cannot be excluded 
oxazepam,N05BA04,False,SummaryThis summary information comes from Fass with the exception of risk. The information on risk comes from the report by Goodpoint. Persistence. No data.Bioaccumulation. No data.Toxicity. No data.Risk. See the report from Goodpoint. Suggestions on how to reduce the emissions of oxazepam
oxcarbazepine,N03AF02,False,"SummaryThis summary information on persistence, biockumulation and toxicity comes from Fass. The risk comes from the Goodpoint report. Persistence. Oxcarbazepine is potentially persistent.Bioaccumulation. Oxcarbazepine has low potential for bioaccumulation.Toxicity. Oxcarbazepine has moderate acute toxicity.Risk. No obvious environmental risk from a Swedish perspective."
oxybutynin,G04BD04,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
oxycodone,N02AA05,False,"SummaryPersistence. It cannot be excluded that oxycodone is persistent, due to the lack of data.Bioaccumulation. Oxycodone has low potential for bioaccumulation.Toxicity. It cannot be excluded that oxycodone is toxic, due to the lack of data.Risk. Risk of environmental impact of oxycodone cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Fass. Manufacturer has on fass.se stated that data is missing for the substance so that the environmental risk cannot be calculated. It is voluntary for manufacturers to provide information on the environmental impact on fass.se."
oxymetazoline,S01GA04,False,SummaryHazard 5* P 3* B 0 T 2* Risk Cannot be excluded 
oxytetracycline,J01AA06,False,"SummaryPersistence. It cannot be excluded that oxytetracycline is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that oxytetracycline bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that oxytetracycline is toxic, due to the lack of data.Risk. Risk of environmental impact of oxytetracycline cannot be excluded, due to the lack of environmental toxicity data.This summary information for oxytetracycline comes from Fass. It is voluntary for manufacturers to provide information on environmental impact on fass.se.For antibiotics in general, it is recommended that these pharmaceuticals are used as restrictively as possible without jeopardise the patient's health."
oxytocin,H01BB02,False,"SummaryPersistence. It cannot be excluded that oxytocin is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that oxytocin bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that oxytocin is toxic, due to the lack of data.Risk. Risk of environmental impact of oxytocin cannot be excluded, due to the lack of environmental toxicity data.   Environmental information is missing on fass.se for oxytocin (2023-06-28). It is voluntary for manufacturers to provide information on environmental impact on fass.se."
paclitaxel,L01CD01,False,SummaryHazard 6* P 0 B 3 T 3* Risk Cannot be excluded 
paliperidone,N05AX13,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant 
palonosetron,A04AA05,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
pamidronicacid,M05BA03,False,"SummaryPersistence. It cannot be excluded that pamidronic acid is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that pamidronic acid bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that pamidronic acid is toxic, due to the lack of data.Risk. Risk of environmental impact of pamidronic acid cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Fass and Pamidronatdinatrium Pfizer (pamidronic acid) (2023-08-25). It is voluntary for manufacturers to provide information on environmental impact on fass.se."
pancuronium,M03AC01,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded
panitumumab,L01XC08,False,SummaryHazard - P - B - T - Risk Exempt
pantoprazole,A02BC02,False,"SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant The T-value in the score for hazard refers to acute toxicity. Underlying data for P, B and T are from Fass."
papaverine,A03AD01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
paracetamol,N02BE01,False,SummaryThis summary information on bioaccumulation and toxicity comes from Fass (Panocod). The information on persistence comes from previous environmental information in Fass (Alvedon forte). The risk comes from the report by Goodpoint. Data on bioaccumulation are also supported by the report from Goodpoint. Persistence. Paracetamol is not considered to be persistent.Bioaccumulation. Paracetamol has low potential for bioaccumulation.Toxicity. Paracetamol has moderat chronic toxicity.Risk. The use of paracetamol has been considered to result in insignificant environmental risk.
parathyroidhormone,H05AA03,False,SummaryHazard - P - B - T - Risk Exempt This summary information comes from the assessment report. Risk. Exempt.
paroxetine,N06AB05,False,"SummaryHazard 6 P 3 B 0 T 3 Risk See below The T-value in the score for hazard refers to acute toxicity. Underlying data for P, B and T are from Fass."
pegaptanib,S01LA03,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
pegfilgrastim,L03AA13,False,SummaryHazard - P - B - T - Risk Exempt
pegvisomant,H01AX01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se (2019-06-14). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
pembrolizumab,L01XC18,False,SummaryHazard - P - B - T - Risk Exempt
pemetrexed,L01BA04,False,SummaryHazard 1 P 0 B 0 T 1 Risk Insignificant 
penciclovir,D06BB06,False,SummaryHazard 3* P 3 B 0 T 0* Risk Insignificant
pentamidine,P01CX01,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded
pentoxyverine,R05DB05,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se (datum). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
permethrin,P03AC04,False,"SummaryHazard 9 P 3 B 3 T 3 Risk Moderate The T-value in the score for hazard refers to acute toxicity. Underlying data for P, B, T and risk are from Fass Nix (permethrin) (downloaded 2013-09-03). No new environmental information for permethrin is published on Fass.se (2018-09-06). It is voluntary for manufacturers to provide information about environmental impact on Fass.se."
perphenazine,N05AB03,False,SummaryHazard - P - B 3 T - Risk Cannot be excluded
pethidine,N02AB02,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
phenoxymethylpenicillin,J01CE02,False,"SummaryPersistence. It cannot be excluded that phenoxymethylpenicillin is persistent, due to the lack of data.Bioaccumulation. Phenoxymethylpenicillin has low potential for bioaccumulation.Toxicity. It cannot be excluded that phenoxymethylpenicillin is toxic, due to the lack of data.Risk. Risk of environmental impact of phenoxymethylpenicillin cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Fass. It is voluntary for manufacturers to publish environmental impact information on Fass.se."
